shader,000_SKY_1ST,000_SKY_2ND,Light_Directional_use_implicit_lighting,PLANARMAP0AXIS,PLANARMAP1AXIS,PLANARMAP2AXIS,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_BILLBOARDY_PAT,SWITCH_BILLBOARDY_PAT_S,SWITCH_CHRLIGHT,SWITCH_CRYSTAL,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP1EDGEALPHA,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DISSOLVE,SWITCH_DITHERDISABLE,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_EDGEBIAS_TEX0_ALPHA,SWITCH_ENVMAP0,SWITCH_FACE_LIGHT_ADJUST,SWITCH_FAKE_SPECULAR,SWITCH_GEOMETRYMORPH,SWITCH_GLOW,SWITCH_GLOWMAP0,SWITCH_GLOWMAP0EDGEALPHA,SWITCH_GLOWMAP1,SWITCH_GLOWMAP_FOGINT,SWITCH_GRENDEL,SWITCH_HEIGHTMAPBLEND,SWITCH_HIGHLIGHT,SWITCH_LOD,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MULTIPASS_SRC,SWITCH_MULTIPASS_TGT,SWITCH_NEARFADE,SWITCH_NOLIGHT,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_OUTLINE,SWITCH_PARALLAXMAP0,SWITCH_PARALLAXMAP1,SWITCH_PARALLAXMAP2,SWITCH_PLANARMAP0,SWITCH_PLANARMAP0_ROTATE,SWITCH_PLANARMAP1,SWITCH_PLANARMAP1_ROTATE,SWITCH_PLANARMAP1_SINGLESIDE,SWITCH_PLANARMAP2,SWITCH_PLANARMAP2_SINGLESIDE,SWITCH_PLANTGROW,SWITCH_PRE_TRANSPARENT,SWITCH_RAYMARCH_SHADOW,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SCALE_UV_SYNC0,SWITCH_SCALE_UV_SYNC1,SWITCH_SCALE_UV_SYNC2,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SPECULAR_MASK_BY_COLOR0_B,SWITCH_SPECULAR_PITCH_ADJUST,SWITCH_SPHEREMAP,SWITCH_SSR,SWITCH_TONEMAPPING,SWITCH_TOONMAP,SWITCH_TOONMASK,SWITCH_TRANSLUCENTMAP,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,SWITCH_WATER_RIPPLE,SWITCH_WATER_RIPPLE_SOURCE,SWITCH_ZPREPASS,Switch_AlphaTest,Switch_Billboard,Switch_BillboardY,Switch_BillboardY_Pat,Switch_BillboardY_Pat_S,Switch_ChrLight,Switch_Crystal,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap1EdgeAlpha,Switch_DiffuseMap2,Switch_DiffuseMap2EdgeAlpha,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_Dissolve,Switch_DitherDisable,Switch_DitherTransparent,Switch_DoubleSide,Switch_EdgeBias_Tex0_Alpha,Switch_EnvMap0,Switch_Face_Light_Adjust,Switch_Fake_Specular,Switch_GeometryMorph,Switch_Glow,Switch_GlowMap0,Switch_GlowMap0EdgeAlpha,Switch_GlowMap1,Switch_GlowMap1EdgeAlpha,Switch_GlowMap_FogInt,Switch_Grendel,Switch_HeightMapBlend,Switch_HighLight,Switch_InteriorMap,Switch_Lod,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_Mirror,Switch_MultiPass_Src,Switch_MultiPass_Tgt,Switch_NearFade,Switch_NoLight,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_Outline,Switch_ParallaxMap0,Switch_ParallaxMap1,Switch_ParallaxMap2,Switch_PlanarMap0,Switch_PlanarMap0_Rotate,Switch_PlanarMap1,Switch_PlanarMap1_Rotate,Switch_PlanarMap1_SingleSide,Switch_PlanarMap2,Switch_PlanarMap2_Rotate,Switch_PlanarMap2_SingleSide,Switch_PlantGrow,Switch_Pre_Transparent,Switch_RayMarch_Shadow,Switch_Refraction,Switch_RimAlpha,Switch_SSR,Switch_Scale_UV_Sync0,Switch_Scale_UV_Sync1,Switch_Scale_UV_Sync2,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_ShardSearch,Switch_Specular_Mask_By_Color0_B,Switch_Specular_Pitch_Adjust,Switch_SphereMap,Switch_ToneMapping,Switch_ToonMap,Switch_ToonMask,Switch_TranslucentMap,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,Switch_WaterMulti,Switch_Water_Ripple,Switch_Water_Ripple_Source,Switch_ZPrePass,TEX1BLENDMODE,TEX2BLENDMODE,TEX4BLENDMODE,frozen,isShadowEnable_g,isSwatchRender_g,lightEnable_g,noOutputMrt_g,postTransparent_g
map#8fbdd5a3d5fb44cc,ob4050lig00.mdl,ob4050lig00.mdl,1,,,,0,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,-1,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,0,,0,,,,,,1,,,,,0,,0,,0,,0,0,0,0,0,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,0,,,,0,1,,,,0,0,0,,0,0,0,0,,0
map#8fd0971e354ea185,,ob0054obj65.mdl,1,,,,0,,,,,,,,-1,-1,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,1,1,0,,0,,0,0,0,,0,,1,,,,,,1,,,,,0,,0,,0,,0,0,0,0,0,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,0,,,0,0,0,0,,0,0,0,0,0,0
map#8ffc6c27ba401e1e,ob0010hou15.mdl,ob0010hou15.mdl,0,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,-1,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,1,0,0,,,,,,1,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#90300d8b9152dace,,ob6100hou00.mdl,1,,,,1,,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,-1,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,1,,1,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,1,1,0,,,,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,0,,,0,0,2,0,,0,0,0,0,,0
map#906d20901daab2b2,mp0010_01.mdl,mp0013.mdl,1,,,,0,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,0,,0,,,,,,1,,,,,0,,0,,0,,0,0,0,0,0,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#9078fbfd9ccd2f10,,ob_s05_035.mdl,1,,,,1,-1,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,-1,,,,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,1,,,0,0,2,0,,0,0,0,0,0,0
map#909f8ba9ef0caba0,ob4061plt10.mdl,ob4061plt10.mdl,1,,,,1,-1,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,1,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#90cea2a0b24cc4f9,ob0000plt14.mdl,ob0000plt14.mdl,1,,,,0,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#914285052b9fbc05,mp0041_00.mdl,mp0041_00.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,1,,,,,,,0,,0,,0,0,0,0,0,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#92548bbfdf20541c,mp2071.mdl,mp2071.mdl,1,,,,1,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,-1,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,1,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,1,0,0,,,,0,1,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,0,,,,0,0,0,,0,0,0,0,,0
map#92a2eed53c2d2925,ob2061dor10.mdl,ob2061dor10.mdl,0,,,,1,,,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,1,,0,,1,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,1,0,0,0,,,,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,0,,,,0,2,0,,0,0,0,0,,0
map#92e325152648c42f,mp0041_01.mdl,mp0041_01.mdl,1,,,,1,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#92e56990c78245fc,ob_e00_015.mdl,ob_e00_015.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,-1,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,0,,,,0,1,,,,0,0,0,,0,0,0,0,,0
map#92f897d7b6847556,ob_e09_000.mdl,ob_e09_000.mdl,1,,,,0,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,1,,0,,,,,,1,,,,,0,,0,,0,,0,0,0,0,0,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,0,,,,0,1,,,,0,0,0,,0,0,0,0,,0
map#92fe21c7a80fa46f,ob0010lig05.mdl,ob0010lig05.mdl,1,,,,1,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,0,,0,,,,,,1,,,,,0,,0,,0,,1,0,0,0,0,,,,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#93005a02e3e3ac6f,mp0030.mdl,,0,,1,,1,,,,,,,,,-1,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,1,0,0,0,0,1,1,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,0,,,,0,2,0,,0,0,0,0,,0
map#931a6408961df741,ob4010plt13.mdl,ob4010plt13.mdl,1,,,,0,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,,,,,,,,,,-1,-1,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,1,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,1,,,,,,0,,,,1,1,,,,0,0,0,,0,0,0,0,,0
map#93683f207ae575a4,,ob1010lig04.mdl,1,,,,0,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,0,,0,,,,,,1,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,0,,,,0,1,,,0,0,0,0,,0,0,0,0,0,0
map#939aad6cade94359,ef_obj_a136.mdl,,1,,,,1,,,,,,,,,-1,-1,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,-1,-1,,,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,1,,1,,0,0,0,,1,,0,,,,,,0,,,,,,,0,,0,,1,1,1,0,0,,,,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,0,1,0,0,0,,,,,1,,,,1,0,,,,,0,0,,0,0,,0,,0
map#93d2ca4ef50f42dd,,mp0081.mdl,0,0,2,1,1,,,,,,,,,-1,-1,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,-1,,,-1,-1,-1,,,,,,-1,-1,-1,,,,,-1,,-1,,,-1,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,1,,1,,1,1,0,,0,,0,,,,,,0,,,,,0,,1,,0,,1,1,1,0,0,,,,0,1,1,1,,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,0,,,0,0,0,0,,0,0,0,0,,0
map#9421f8375f14fef2,ef_obj_a006.mdl,mp8300_01.mdl,1,,,,0,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,0,,0,,,,,,0,,,,,,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,0,0,0,0,0,,,,,0,,,,0,0,,,,,0,0,,0,0,,0,,0
map#94b61fced51306e5,ob3061lig00.mdl,ob3061lig00.mdl,0,,,,0,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,-1,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,0,,,,0,1,,,,0,0,0,,0,0,0,0,,0
map#95393993049c637e,ob1061hou00.mdl,ob1061hou00.mdl,1,,,,1,,,,,,,,-1,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,1,1,0,,0,,1,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#9541abb8737c8ccc,,ob4040obj02.mdl,1,,,,0,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,1,,,,,,1,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#955f1c16e48e7e7c,ob1010hou20_l1.mdl,ob1010hou20_l1.mdl,1,,,,0,,,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,1,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,0,0,,,,0,0,2,,0,0,0,0,,0
map#957e643979f1d121,,ob5310hou01_l1.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,-1,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,1,,0,,1,0,0,1,0,,,,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,0,,,,1,,,,0,0,,,0,0,2,0,,0,0,0,0,0,0
map#95c676d46d9af5f6,mp1010.mdl,a1214.mdl,1,,,,1,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,1,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#95cff9fe497bc872,,ef_obj_a404.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,1,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,,,,1,,,,0,0,,,0,0,0,0,,0,0,0,0,0,0
map#95e83bac3a1da108,ob0010kmo30.mdl,mp6100_01.mdl,0,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,0,0,0,1,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,1,0,0,,,,,,1,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#9640ec8251a2d3b5,,ob0051evt00.mdl,1,,,,0,,,,,,,,-1,-1,-1,,,-1,-1,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,1,0,0,1,1,1,1,,0,,1,1,0,,0,,0,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,0,,,0,0,1,0,,0,0,0,0,0,0
map#9655fd43f1fdd7ac,mp4020_02.mdl,mp4020_02.mdl,1,,,,1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,,1,,0,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#96d14da3583af3fc,mp1031.mdl,mp1031.mdl,0,1,,1,1,,,,,,,,,-1,-1,,-1,,-1,-1,,,,,,,,,,,,,,,,,,,-1,,,-1,-1,-1,,,,,,-1,-1,-1,,,,,-1,,,,,-1,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,1,,1,,0,1,1,,0,,0,,,,,,0,,,,,0,,1,,0,,1,1,1,0,0,,,,0,1,1,1,,0,0,0,1,0,0,0,0,1,0,0,0,,,,0,0,,,,0,1,0,0,,,,,,1,,,,1,0,,,,0,0,0,,0,0,0,0,,0
map#96db80ea49e6c991,,mp6200.mdl,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,0,,,0,0,0,0,,0,0,0,0,0,0
map#96dd8349d4576c58,ob2071hou00.mdl,ob2071hou00.mdl,1,,,,0,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,1,,0,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,0,,,,0,1,,,,0,0,0,,0,0,0,0,,0
map#96e95e958636cda6,,m8_ob8500evt51.mdl,0,,,,1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,1,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,0,,,0,0,0,0,,0,0,0,0,0,0
map#971c22182461b45e,,ob5500obj04.mdl,0,,,,1,-1,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,1,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,1,0,,,,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#9721b469bd9450a7,,ob4010hou39.mdl,0,,,,0,,,,,,,,-1,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,1,1,0,,0,,1,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,0,,,0,0,0,0,,0,0,0,0,0,0
