shader,YS_X,YS_Y,Light_Directional_use_implicit_lighting,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_BACKLIGHTGRADATION,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_CAUSTICS,SWITCH_DEFORMATION,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DISSOLVE,SWITCH_DITHERDISABLE,SWITCH_DITHERTRANSPARENT,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_FRESNELVERTEXNORMAL,SWITCH_GHOST,SWITCH_GLOW,SWITCH_HEIGHTMAP,SWITCH_HIGHLIGHT,SWITCH_HIGHLIGHTEDGE,SWITCH_MANACHAIN,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MULTICOLOR,SWITCH_NOLIGHT,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_NOSESIDELIGHT,SWITCH_OUTLINE,SWITCH_POINTLIGHTNORMALDISABLE,SWITCH_RANDOMBLEND,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SPHEREMAP,SWITCH_TOONMAP,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,Switch_AlphaTest,Switch_BacklightGradation,Switch_Billboard,Switch_BillboardY,Switch_Caustics,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_Deformation,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap2,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_Dissolve,Switch_DitherDisable,Switch_DitherTransparent,Switch_DoubleSide,Switch_FresnelVertexNormal,Switch_Ghost,Switch_Glow,Switch_HeightMap,Switch_HighLight,Switch_HighLightEdge,Switch_ManaChain,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_MultiColor,Switch_NoLight,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_NoseSideLight,Switch_Outline,Switch_PointLightNormalDisable,Switch_RandomBlend,Switch_Refraction,Switch_RimAlpha,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_SphereMap,Switch_ToonMap,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,TEX1BLENDMODE,TEX2BLENDMODE,frozen,isShadowEnable_g,lightEnable_g,noseSideLightTest_g,swatchRender_g
map#5360d85d9b625ae1,o_m00evt04.mdl,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#53b99aca505c886c,ef_obj_a287.mdl,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#56812f338d9482b9,mp_m0123.mdl,,1,0,-1,,,,,,-1,-1,,,-1,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,1,,0,0,,0,0,0,0,,1,1,0,0,1,0,0,,0,,0,,,1,0,,0,0,0,0,0,0,,1,0,0,0,,0,1,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#568cf2cee6bf7596,o_t12plt00_l2.mdl,,1,0,-1,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,-1,,,,,,,1,,1,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,1,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,1,0,,0,,0,0,0,0,0,0,0,,0
map#578380d2c7a947c4,o_m31swt01.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,1,0,,0,0,0,0,0,0,,1,0,0,0,,0,0,0,,1,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#5840feef7d26abd4,mp_m9301.mdl,,1,1,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,-1,,,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,1,0,0,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#58b002d5b4cdb2a2,mp_m9311.mdl,,1,0,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,,-1,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#5903630f9cdb9601,ef_obj_m004.mdl,,1,1,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,1,,0,,,0,0,,0,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#594d37a350d2e855,o_t02evt02.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#596361baa021fa40,o_m01plt30.mdl,,1,0,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#5ab61023bad32c70,o_m31obj29.mdl,,1,1,,,,,,,,-1,-1,-1,,,,,-1,,,,-1,-1,-1,,,-1,,,-1,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,,,-1,,0,,0,0,,0,1,1,1,,0,1,1,1,0,0,0,,1,,0,,,1,0,,1,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,0,,1,0,2,0,0,0,0,,0
map#5b52aa8d9b196bcb,o_s00shi22.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,0,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#5b9fee1774d2cf0a,o_s00etc30.mdl,,1,1,,,,,,,,-1,-1,,,-1,,,,,,,-1,,-1,,,-1,,,-1,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,,,,,0,,0,0,,0,1,0,1,,0,1,1,0,0,1,0,,0,,0,,,1,0,,1,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,1,0,0,0,0,,0
map#5bb6802037fea831,o_m92plt70_l1.mdl,,1,0,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,1,0,,0,,0,0,0,0,0,0,0,,0
map#5c15ecfcaeb6e168,o_m11obj03b.mdl,,1,0,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,,-1,,,,,,,,-1,-1,,,,,,,,,,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,1,,1,0,0,0,0,0,,0,1,1,0,,0,0,0,,0,0,0,0,0,,1,,1,0,0,0,0,0,0,,0
map#5ca8c5356d744409,ef_obj_a284.mdl,,1,1,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,0,0,0,,1,,0,1,0,0,0,0,0,,0
map#5cbe9c2dcf756a47,o_t02eat03.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#5cf5118dd5829ffd,test_o_s00etc04.mdl,,1,0,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,0,,0
map#5d45c4f2c13fdeb0,mp_m4300s.mdl,,1,1,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,,-1,,-1,-1,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,1,,1,0,1,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#5de8658af94db69f,mp_m0132s.mdl,,1,0,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,-1,,,-1,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,1,0,0,1,0,,1,,0,1,0,0,0,0,0,,0
map#5e474b3c5e494685,mp_m1101.mdl,,1,1,,,,,,,,-1,-1,,,-1,,,-1,,,,,,,,,,-1,,-1,,-1,,,,,,-1,-1,,,,,,,,,,,,,-1,,-1,-1,0,,0,0,,0,0,0,0,,0,1,1,0,0,1,0,,1,,0,,,0,1,,1,0,1,0,0,0,,0,1,1,0,,0,0,0,,0,0,0,0,0,,1,,1,1,0,0,0,0,0,,0
map#5f28e24d10baa8fe,test_ship01_separate_sail.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,-1,-1,0,,,,,0,0,0,0,,,1,0,0,0,0,0,,0,,0,,,,0,,1,,0,0,0,0,,0,1,0,0,,0,0,,,0,,1,0,0,,1,,1,1,0,0,0,0,0,,
map#611373b418914772,o_s00evt03.mdl,,1,0,,,,,,,-1,-1,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,1,1,0,0,0,0,0,,0,,0,,,0,1,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#6125ce343a346c2b,o_m50evt02.mdl,,1,0,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,1,0,,1,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#6133756ae3fac0a1,ef_shp_a200.mdl,,1,0,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#6150759e8b9913d3,o_m51hou04.mdl,,1,1,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#616d816a342578ef,o_t02evt02.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#62166f7ebd92b042,o_s01shi31.mdl,,1,1,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,-1,-1,-1,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,0,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,1,1,,1,,1,0,0,0,0,0,0,,0
map#6238d811fb6294f8,mp_m8100.mdl,,1,1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#628f815a5731e812,test_mp_s0001.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,0,,0
map#631ce2fc368765dc,o_s00shi81.mdl,,1,0,,,,,,,,-1,-1,-1,,,,,-1,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,1,0,0,0,,1,,0,,,0,0,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,1,0,2,2,0,0,0,,0
map#6363c29da4ce9100,o_t12hou31b.mdl,,1,1,,,,,,,,-1,-1,,,-1,,,-1,,,,,,,,,,,,-1,,-1,-1,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,-1,0,,0,0,,0,0,0,0,,0,1,1,0,0,1,0,,1,,0,,,0,0,,1,0,1,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,1,0,0,0,0,0,,0
map#6443cbef4e2e803e,mp_s9000_shadow.mdl,,1,0,,,,,,,-1,-1,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,0,,0,0,,0,0,0,0,,1,1,0,0,1,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,1,0,0,0,0,,0,,0,1,0,0,0,0,0,,0
map#6445178c0dab788d,mp_t1200.mdl,,1,1,-1,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,-1,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,0,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#649cf72facda2e2f,mp_m3122.mdl,,1,1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,,-1,,-1,-1,,-1,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,1,,1,0,1,1,0,1,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#650d108ccd9a8d3b,o_t12hou40.mdl,,1,1,-1,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,-1,-1,,-1,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,1,1,,1,,0,0,0,0,0,0,0,,0
map#651cccc2f2960092,mp_m3111.mdl,,1,0,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,-1,0,,0,0,,0,0,0,0,,1,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,1,0,0,0,,0,0,0,,0,0,0,0,0,,1,,0,1,0,0,0,0,0,,0
map#6587f9717153a44e,o_m92hsp00.mdl,,0,0,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,-1,,,-1,,,-1,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,1,0,,1,,0,1,0,0,0,0,0,,0
map#6588bf64b2a126c0,mp_m8109.mdl,,1,1,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,1,0,1,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#66218e6d47daaaf7,o_t12etc10.mdl,,1,0,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,-1,,-1,,,-1,,,-1,,,,-1,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,1,0,1,0,0,1,,0,1,0,0,,1,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#6638ba9724b9311e,mp_m2130.mdl,,1,0,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,0,,1,0,0,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#66d2e1cdc4f7cc0a,c7030.mdl,,1,0,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#66d50a9a1229a043,o_m92evt05.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,-1,,,-1,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#66da5da379a1b924,o_s00brk71.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,-1,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,1,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#66fa031e1a1a4c13,o_s01shi71.mdl,,1,0,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#676056f995d7b8b1,o_m01plt30_l2.mdl,,1,0,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,,0,1,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#67c5b3254f27598b,o_m51hou11.mdl,,0,1,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,-1,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,0,,0,,,0,0,,1,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#6817a64ccb8e0cc7,mp_m1101.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,,,,,-1,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,0,0,0,,1,,0,0,0,0,0,0,0,,0
map#692f374c59a13ad7,o_m03hou42.mdl,,1,1,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,,,-1,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,0,,1,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,2,0,0,0,0,,0
map#69cb359f2cad919e,mp_m1230.mdl,,1,0,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,,,-1,,-1,-1,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,0,,1,0,1,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#69edc0bd7fd165be,o_s00etc51.mdl,,1,0,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#69fb75483e846635,o_s00sea02.mdl,,1,0,-1,,,,,,-1,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,1,,0,0,,0,0,0,0,,1,1,0,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,1,0,0,0,,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,0,,0
map#6ae17e94b526cb08,mp_m0001s.mdl,,1,0,,,,,,,-1,-1,,,,,,,-1,,,-1,,,-1,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,0,,0,0,,1,0,0,1,,1,1,0,0,0,0,0,,1,,0,,,1,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,1,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#6bba9790e8ccd59a,mp_m1110.mdl,,1,1,,,,,,,-1,-1,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,0,,0,0,,1,0,0,1,,1,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#6c1dafe9022f1ca5,o_m11evt01b.mdl,,1,1,,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,-1,,-1,,-1,,,,,,-1,-1,,,,,,,,,,,,,-1,,-1,-1,0,,0,0,,0,0,0,0,,0,1,1,0,0,1,0,,0,,0,,,0,1,,1,0,1,0,0,0,,0,1,1,0,,0,0,0,,0,0,0,0,0,,1,,1,1,0,0,0,0,0,,0
map#6d53f1913d3d2d0f,o_s00shi22.mdl,,1,1,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,-1,-1,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,1,1,,1,,1,0,0,0,0,0,0,,0
map#6d8a632ccbbba4a5,mp_m9301.mdl,,1,0,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,2,0,0,0,0,,0
map#6d952c5eec2db972,o_s00etc61b.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,-1,-1,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,1,1,,1,,1,0,0,0,0,0,0,,0
map#6dd442a08f55528c,mp_m0001s.mdl,,1,0,-1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,-1,1,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,0,,1,0,0,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,1,0,0,0,0,0,,0
map#6e6056b6155aa137,o_m31plt20.mdl,,1,0,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,1,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#6e83dfcd11e76643,o_t92obj00.mdl,,1,0,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#6f5bc0ea747d65ac,o_m00evt03b.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,-1,,-1,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,1,,1,,0,0,0,0,0,0,0,,0
