shader,KAI,KURO1,KURO2,Light_Directional_use_implicit_lighting,PLANARMAP0AXIS,PLANARMAP1AXIS,PLANARMAP2AXIS,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_ATMOSPHERE,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_BILLBOARDY_PAT,SWITCH_BILLBOARDY_PAT_S,SWITCH_CHARA,SWITCH_CRYSTAL,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP1EDGEALPHA,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAP2EDGEALPHA,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DISALLOW_NEARFADE_DISABLE,SWITCH_DITHERDISABLE,SWITCH_DITHERTRANSPARENT,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_DUDV_IGNORE_SCROLL,SWITCH_ENVMAP0,SWITCH_GEOMETRYMORPH,SWITCH_GLOW,SWITCH_GLOWMAP0,SWITCH_GLOWMAP0EDGEALPHA,SWITCH_GLOWMAP1,SWITCH_GLOWMAP1EDGEALPHA,SWITCH_GLOWMAP_FOGINT,SWITCH_GRENDEL,SWITCH_HIGHLIGHT,SWITCH_INTERIORMAP,SWITCH_MAPCOLOR,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MIRROR,SWITCH_NEARFADE,SWITCH_NOLIGHT,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_NO_ATMOSPHERE,SWITCH_NO_CORROSION_DECAL,SWITCH_PARALLAXMAP0,SWITCH_PARALLAXMAP1,SWITCH_PARALLAXMAP2,SWITCH_PLANARMAP0,SWITCH_PLANARMAP1,SWITCH_PLANARMAP1_SINGLESIDE,SWITCH_PLANARMAP2,SWITCH_PLANARMAP2_ROTATE,SWITCH_PLANARMAP2_SINGLESIDE,SWITCH_PROJECTIONMAP1,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SHARDSEARCH,SWITCH_SPHEREMAP,SWITCH_SSR,SWITCH_TONEMAPPING,SWITCH_TOONMAP,SWITCH_TRANSLUCENTMAP,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,SWITCH_WATERMULTI,SWITCH_WAVEDISTANCECORRECT,SWITCH_WAVEDISTANCECORRECT2,Switch_AlphaTest,Switch_Atmosphere,Switch_Billboard,Switch_BillboardY,Switch_BillboardY_Pat,Switch_BillboardY_Pat_S,Switch_Chara,Switch_Crystal,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_DUDV_Ignore_Scroll,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap1EdgeAlpha,Switch_DiffuseMap2,Switch_DiffuseMap2EdgeAlpha,Switch_DiffuseMap3,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_Disallow_NearFade_Disable,Switch_DitherDisable,Switch_DitherTransparent,Switch_DoubleSide,Switch_EnvMap0,Switch_GeometryMorph,Switch_Glow,Switch_GlowMap0,Switch_GlowMap0EdgeAlpha,Switch_GlowMap1,Switch_GlowMap1EdgeAlpha,Switch_GlowMap_FogInt,Switch_Grendel,Switch_HeightMapBlend,Switch_HighLight,Switch_InteriorMap,Switch_MapColor,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_Mirror,Switch_NearFade,Switch_NoLight,Switch_No_Atmosphere,Switch_No_Corrosion_Decal,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_NormalMap3,Switch_ParallaxMap0,Switch_ParallaxMap1,Switch_ParallaxMap2,Switch_PlanarMap0,Switch_PlanarMap0_Rotate,Switch_PlanarMap1,Switch_PlanarMap1_Rotate,Switch_PlanarMap1_SingleSide,Switch_PlanarMap2,Switch_PlanarMap2_Rotate,Switch_PlanarMap2_SingleSide,Switch_ProjectionMap0,Switch_ProjectionMap1,Switch_Refraction,Switch_RimAlpha,Switch_SSR,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_ShardSearch,Switch_SphereMap,Switch_ToneMapping,Switch_ToonMap,Switch_TranslucentMap,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,Switch_WaterMulti,Switch_WaveDistanceCorrect,Switch_WaveDistanceCorrect2,Switch_ZPrePass,TEX1BLENDMODE,TEX2BLENDMODE,TEX3BLENDMODE,TEX4BLENDMODE,frozen,isShadowEnable_g,lightEnable_g,postTransparent_g
map#701a0469913f0816,c1600.mdl,c0050.mdl,c1600.mdl,0,,,,1,,,,,,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,-1,,-1,,,,-1,-1,,,,,,,,,,,,,,,,,-1,,,,,-1,,-1,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,1,1,0,1,0,,0,,,1,1,0,,0,0,0,,,,,,,,,,,,0,1,0,1,0,0,,,,1,,,1,0,,,,,0,0,,,0,0,0,
map#70320e02883bba0d,g00obj09.mdl,g00obj09.mdl,g00obj09.mdl,0,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,0,0,0,1,1,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#70776f17e777dbc6,t2060.mdl,t2060.mdl,,0,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,-1,,,,,-1,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,1,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#70a7f6eb3b696ba2,t0051.mdl,,,0,,,,1,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,1,,0,,,0,0,0,0,0,,0,,,0,,,,,0,,0,,0,,1,1,0,0,0,,0,0,,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,1,0,,,,,2,0,,,0,0,0,0
map#70c04f88b2d227b4,c00kmo00.mdl,c1020.mdl,c00kmo00.mdl,1,,,,0,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#70ecb1dac56b2edc,e47evt07.mdl,,,1,,,,0,,,,,,,,,,-1,,,-1,,,,,,,,,,,-1,-1,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,0,0,0,,0,0,0,1,1,0,0,1,0,,1,,,0,0,0,0,0,,0,,,1,,,,,0,,0,,0,,0,0,0,0,0,,1,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,1,0,,,,,1,1,,,0,0,0,0
map#710aa649808dd943,time_chart_bg_int.mdl,,,1,,,,0,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,1,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#711c75241cbaa264,c18hou05.mdl,t10hou44.mdl,c1900.mdl,0,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,1,0,,0,,,1,0,0,,1,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#713e774c7e0f0d53,vplane060.mdl,,,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,-1,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,,,0,0,0,0,0,,0,,,0,,,,,0,,0,,0,,1,0,0,1,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,1,1,,,,,0,0,,,0,0,0,0
map#7152adac96d6ff50,c0001.mdl,c0001.mdl,c0001.mdl,0,,,,1,,,,,,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,-1,-1,-1,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,1,1,1,1,0,,0,,,1,1,1,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,1,0,,,,,0,0,,,0,0,0,
map#71aab824b87fbd78,f1010.mdl,,,0,,,,1,,,,,,,,,,-1,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,1,,0,,,1,0,0,0,0,,0,,,0,,,,,0,,0,,0,,1,0,0,1,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,0,0,,,,,2,0,,,0,0,0,0
map#71e4e61df9c9000c,l1_vplane020.mdl,,l1_vplane020.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,-1,,,,0,,0,0,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,1,,,0,1,,,,,0,0,,,0,0,0,0
map#71eece896a125264,g00plt02.mdl,g00plt02.mdl,g00plt02.mdl,1,,,,0,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,1,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,1,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,1,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#72c93bcba94067fc,,g00kag18.mdl,g00kag18.mdl,0,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,0,0,0,1,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#72e5108af191b338,e10eat04.mdl,,e10eat04.mdl,1,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#7321716315590c0b,,m2200.mdl,e2009.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,1,,0,,,1,,,,,,,,,0,,1,0,0,1,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#7363447cf7022662,c2430.mdl,,,1,,,,1,,,,,,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,-1,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,1,,0,,,0,0,0,0,1,,0,,,0,,,,,0,,0,,0,,1,0,0,0,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,1,1,,,,,0,0,,,0,0,0,0
map#739e40a21cec5ed9,e02eat02.mdl,e02eat02.mdl,e02eat02.mdl,0,,,,1,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,1,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#73c85f8bf8475c39,t10plt19.mdl,,,1,,,,1,,,,,,,,,,-1,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,1,,0,,,1,0,0,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#73ec5e6198c08d1a,,,c22obj01.mdl,0,,,,1,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,0,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#74219af5f4b318be,c04evt00.mdl,c1020.mdl,c1020.mdl,1,,,,1,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,1,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#746ffda98a57cd4d,l1_vplane060.mdl,,,1,,,,1,,,,,,,,,,-1,-1,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,1,,0,,,1,0,0,0,0,,0,,,1,,,,,0,,0,,0,,1,0,0,0,0,,1,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,,,1,1,,,,,0,0,,,0,0,0,0
map#749665256c901816,,,ef_shp_a031.mdl,1,,,,0,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,,,,0,0,0,0,0,,0,0,0,,0,,,0,0,0,,0,,1,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#74a6ae8c4dbd00a1,c2600.mdl,,,1,,,,0,,,,,,,,,,-1,-1,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,-1,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,1,,0,,,0,1,0,0,1,,0,,,0,,,,,0,,0,,0,,1,0,0,0,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,1,1,,,,,2,0,,,0,0,0,0
map#74d74f4fd0c57e1e,,a06plt12.mdl,a06plt12.mdl,1,,,,0,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,1,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,1,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#754471c5ae746166,t32hou56.mdl,t32hou56.mdl,,1,,,,1,,,,,,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,0,1,0,1,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#7554dca62bf32ebb,c12kmo50.mdl,,,0,,,,0,-1,,,,,,,,,-1,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,-1,,,,1,,0,0,0,0,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,0,1,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,0,1,,,,,0,0,,,0,0,0,0
map#7570d8d23421d85c,t20evt02b.mdl,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,-1,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,,,0,0,0,,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,1,0,1,0,0,,,0,,,1,0,,,,,0,0,,,0,0,0,0
map#757c72798fc6c8f0,c00hou64.mdl,c00hou64.mdl,c00hou64.mdl,0,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,-1,-1,,,,,-1,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,1,1,,,,1,,,1,0,,,,,0,0,,,0,0,0,
map#75b03aceb4a81b3e,s00obj06.mdl,s00obj06.mdl,s00obj06.mdl,1,,,,1,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,,0,,,,,1,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,0,,,0,1,,,,,0,0,,,0,0,0,
map#75c66e557de0492e,l1_g06plt12.mdl,,,1,,,,1,-1,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,1,,0,0,0,1,,0,0,0,0,0,0,0,1,0,,0,,,0,0,0,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#75d2341224599bf1,g02plt31.mdl,g02plt31.mdl,g02plt31.mdl,0,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,1,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,1,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,1,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#7613b8f4742763f0,ef_obj_x007.mdl,,,1,,,,0,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,-1,,,,,,-1,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,,,1,0,0,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,1,0,,0,0,,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#7617608938516f68,a06etc01.mdl,,,1,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,-1,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,1,,0,0,0,0,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,0,,0,,0,,1,0,0,1,0,,0,1,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#763f208bcd4d0898,l2_m51plt02.mdl,,,1,,,,0,-1,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,1,,0,0,1,0,,0,0,0,0,0,0,0,1,0,,0,,,1,0,0,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#764d00ed257755ea,t30kag03d.mdl,t30kag03d.mdl,t30kag03d.mdl,0,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,1,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#766ff8d51733489b,c00evt15.mdl,,,1,,,,0,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,,,0,0,0,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#76b94dcff3f08a54,l3000.mdl,,,0,,,,0,,,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,,,,,-1,-1,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,1,,1,,,0,0,0,0,0,,0,,,0,,,,,0,,0,,0,,1,1,1,0,0,,0,0,,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,1,0,,,,,0,0,,,0,0,0,0
map#76c89a0ef8808a2b,vcar067.mdl,,,1,,,,1,,,,,,,,,,-1,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,1,,0,,,0,1,0,0,0,,0,,,0,,,,,0,,0,,0,,1,0,0,1,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#771986dec6a5bc0b,c22kmo18.mdl,t30kag09.mdl,c22kmo18.mdl,1,,,,1,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,,,,,1,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#774d1cc7e8fcce7b,c00obj02.mdl,c00obj02.mdl,c00obj02.mdl,1,,,,1,,,,,,,,,,-1,,,,,-1,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,0,1,0,0,1,,0,1,0,,0,,,1,0,0,,0,,0,,,1,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
