shader,000_KX,Light_Directional_use_implicit_lighting,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_BILLBOARDY_PAT_S,SWITCH_CRYSTAL,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DITHERDISABLE,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_DUDVMAP0,SWITCH_EDGEBIAS_TEX0_ALPHA,SWITCH_GLOW,SWITCH_GLOWMAP0,SWITCH_HIGHLIGHT,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MIRROR,SWITCH_NOLIGHT,SWITCH_NOMAPCOLOR,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_REFLECTION,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SHARDSEARCH,SWITCH_SILHOUETTE,SWITCH_SPHEREMAP,SWITCH_TOONMAP,SWITCH_TOONMASK,SWITCH_USECALC,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,SWITCH_WAVEVERTEX,SWITCH_ZPREPASS,Switch_AlphaTest,Switch_Billboard,Switch_BillboardY,Switch_BillboardY_Pat,Switch_BillboardY_Pat_S,Switch_Crystal,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap2,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_DitherDisable,Switch_DoubleSide,Switch_DudvMap0,Switch_EdgeBias_Tex0_Alpha,Switch_Glow,Switch_GlowMap0,Switch_GlowMap1,Switch_HighLight,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_Mirror,Switch_NoLight,Switch_NoMapColor,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_Reflection,Switch_Refraction,Switch_RimAlpha,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_ShardSearch,Switch_Silhouette,Switch_SphereMap,Switch_ToonMap,Switch_ToonMask,Switch_UseCalc,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,Switch_WaveVertex,Switch_ZPrePass,TEX1BLENDMODE,TEX2BLENDMODE,TEX4BLENDMODE,frozen,isShadowEnable_g,isSwatchRender_g,lightEnable_g,postTransparent_g
map#5d9385546e72c8d9,c0010.mdl,1,1,-1,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,0,0,,0,0,0,0,0
map#5da6a8662686c654,a06rok00b.mdl,1,1,,,,,,,-1,,-1,,,,,,,,,,,,-1,,,-1,-1,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,1,,,,1,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,0,1,,0,0,0,0,0
map#5dfb9b83cb553536,d05obj35.mdl,1,0,-1,,,,,,-1,-1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,1,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#5e0a8244142f59eb,ef_obj_j000.mdl,1,0,-1,,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,,0,0,,0,0,0,0,0
map#5eb26fb647773c79,d0016.mdl,1,1,,,,,,-1,-1,,,-1,,,,,-1,,,,,,-1,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#5f201318ef4495a3,c0000c.mdl,1,1,,,,,,,-1,-1,-1,-1,-1,,,,,,,,,,,,,-1,-1,-1,-1,,,,-1,-1,-1,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,,,0,,,,1,1,1,1,0,0,0,1,1,1,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,0,,0,0,0,0,0
map#5fb0b4e279d64a6e,d01obj01bz.mdl,1,1,,,,,,,-1,-1,,-1,-1,,-1,,-1,-1,,-1,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,1,,,1,0,,0,0,0,0,0
map#5ff5425b4adbdbf9,s00sky03b.mdl,1,0,,,,,,,-1,-1,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,1,0,,0,0,0,,0,0,0,0,0
map#6067e6d2041afe01,d10hou00.mdl,1,1,-1,,,,,,-1,,,-1,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#60bf86b605590a1a,c07hou52.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,-1,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,1,0,,,1,,,,1,0,,,0,0,,0,0,0,0,0
map#60e0feba64294468,d0016.mdl,1,1,,,,,,,-1,-1,,,-1,,,,,,,,,,-1,,,-1,-1,,-1,,,,,,,,,,,-1,,,,,,-1,,,,-1,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,1,,,,1,1,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,1,1,,0,0,0,,0,0,0,0,0
map#610b97e7c411df94,c05hou10.mdl,1,1,,,,,,,-1,,,-1,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,1,,,0,0,,0,0,0,0,0
map#61256cc5f522f812,b05obj21bz.mdl,1,1,,,,,,,-1,-1,,,-1,,,,-1,-1,,-1,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,0,1,0,,0,0,0,0,0
map#6133756ae3fac0a1,ef_shp_a000.mdl,1,0,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,,0,0,,0,0,0,0,0
map#616d816a342578ef,a00brk00.mdl,0,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,0,0,,,0,0,,0,0,0,0,0
map#618b771744844b4b,ef_obj_p000.mdl,1,1,,,,,,,-1,-1,-1,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,,,0,,,,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,,,1,,,,0,1,,,1,1,,0,0,0,0,0
map#61be0a9843d8a545,ds11obj00.mdl,1,1,,,,,,,-1,,,,,,,,-1,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,,1,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,1,,,,0,1,,0,0,0,,0,0,0,0,0
map#61c7b92d1375eb4b,di15par23.mdl,1,1,-1,,,,,,-1,,,-1,,,,-1,-1,,,-1,,,-1,,,-1,,,-1,,,,,,,,,,,-1,,,,,,-1,,,,,,,,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,,,1,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#62166f7ebd92b042,c05obj16.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,-1,-1,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,1,1,0,,,1,,,,1,0,,,0,0,,0,0,0,0,0
map#6313bbfa06194d21,d01par06lz.mdl,1,1,,,,,,,-1,,-1,,,-1,,,-1,-1,-1,-1,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,,0,1,,0,0,0,0,0
map#63319ce70661ac63,d03plt10z.mdl,1,1,,,,,,-1,-1,-1,,,-1,,,,-1,-1,,-1,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,1,0,,0,0,0,0,0
map#638ac6dd55fb147c,c0001c.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,,,,1,1,0,0,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,1,,0,0,0,,0,0,0,0,0
map#63cca4833499f3c5,a06back00.mdl,1,1,,,,,,,-1,,-1,,,,,,,,,,,,-1,,,-1,-1,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,1,,,,1,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,0,0,,0,0,0,0,0
map#63e6b50463893ae2,a06par11.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,,-1,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,1,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,0,0,,0,0,0,0,0
map#6411a3fa517170ed,d00gim03.mdl,1,0,,,,,,,-1,,,-1,,,,,-1,,,-1,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,1,0,,0,0,0,0,0
map#6473a11b29f3e94d,ef_obj_m015.mdl,1,0,,,,,,,-1,,,-1,,,,,-1,,,-1,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,0,1,0,,0,0,0,0,0
map#64cfb134c3e2fea1,c05lig04.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,,,,1,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#64ddaf92b13aca22,d01etc09z.mdl,1,1,,,,,,,-1,-1,,,-1,,,,-1,-1,,-1,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,1,0,,0,0,0,0,0
map#65180eb0c48a2f96,c0000c.mdl,1,1,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,-1,-1,,-1,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,,0,,,,1,1,0,1,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,0,,0,0,0,0,0
map#658c173f0e131b75,b1000.mdl,1,0,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#660096e7bf65d931,b0500.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,2,0,,0,0,0,0,0
map#662a076f0d27f056,c03hou05.mdl,1,0,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,2,0,,0,0,0,0,0
map#66a96c889f4fd4cd,c06obj07.mdl,1,0,,,,,,,-1,-1,,-1,-1,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,,,0,,,,1,1,0,0,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,0,,0,0,0,0,0
map#66b2d27ac538079a,c0010.mdl,1,1,,,,,,,-1,,,-1,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,0,1,,,0,0,,0,0,0,0,0
map#66d50a9a1229a043,c06obj03.mdl,1,1,-1,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,-1,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,1,,,0,0,,0,0,0,0,0
map#67077941094a7a6d,d07etc07b.mdl,1,1,,,,,,,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,,,,,,-1,,,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,0,,,,0,1,,0,1,1,,0,0,0,0,0
map#671baadb702d2deb,a06back00.mdl,1,0,,,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,,0,0,,0,0,0,0,0
map#671cd3ef1a8e1150,dl20etc01.mdl,1,1,,,,,,,-1,-1,,,-1,,,-1,,-1,,-1,,,-1,,,-1,-1,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,-1,,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,,,1,,,,1,1,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,1,,0,1,0,,0,0,0,0,0
map#676056f995d7b8b1,c01plt01.mdl,1,0,-1,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,0,0,,,0,0,,0,0,0,0,0
map#6770efa5aca982e9,c06hou01.mdl,1,1,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,1,,,,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,,0,0,,0,0,0,0,0
map#679ace53b9a4b722,d09obj02.mdl,1,1,,,,,,,-1,,,,-1,,,,-1,-1,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,1,0,,0,0,0,0,0
map#67cccda821a4cc2e,a00obj92.mdl,1,0,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,0,1,,,0,0,,0,0,0,0,0
map#68547901b9e6e9c7,a06par_gim06.mdl,1,1,,,,,,,-1,-1,,,,,,,-1,,,-1,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,0,,,,1,0,,0,1,0,,0,0,0,0,0
map#6974ede26cf3aff6,d04par06c.mdl,1,1,,,,,,,-1,-1,,,-1,-1,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,,,0,,,,1,1,0,0,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,1,1,,0,0,0,0,0
map#69a3d90238c77e49,c06hou07c.mdl,1,1,-1,,,,,,-1,,,-1,,,,-1,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#69ea3694fb522a4e,d03etc05.mdl,1,1,-1,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,1,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,1,,,,0,0,,,0,0,,0,0,0,0,0
map#6a08967a3ba18115,d04plt01.mdl,1,1,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#6a2bb8fa0ebebad8,d0811.mdl,1,1,,,,,,,-1,-1,-1,,-1,,,,-1,,,-1,,,-1,,,,,-1,-1,,,,,,-1,,,,,-1,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,,,1,,,,0,0,1,1,0,0,0,0,0,1,,,0,0,1,0,0,0,,,1,,,,0,1,,0,1,0,,0,0,0,0,0
map#6a37c804b6af5de8,c05obj26.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#6aa9a474921318d0,d10sky02.mdl,1,0,,,,,,,-1,-1,,-1,-1,,-1,,-1,-1,,-1,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,-1,,,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,1,1,,0,0,0,,0,0,0,0,0
map#6ab81b667ee3577a,s00sky03.mdl,1,0,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,1,0,,,0,0,,0,0,0,0,0
map#6aba4d2197606521,c06plt04.mdl,0,0,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,-1,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,,,0,,,,0,1,,,0,0,,0,0,0,0,0
map#6ad831f2f99ea7f5,c05hou03.mdl,1,1,,,,,,,-1,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,1,,0,0,0,,0,0,0,0,0
map#6af223484d787441,c0031.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,2,0,,0,0,0,0,0
map#6b357930c7f9c5b3,c05prt02.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,-1,,,,-1,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,1,0,,,1,,,,0,1,,,2,0,,0,0,0,0,0
map#6b37a41fef271cb5,c03kag57b.mdl,1,0,,,,,,,-1,,-1,-1,,-1,,,,,-1,-1,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,1,,,,1,0,,,0,1,,0,0,0,0,0
map#6b6011edd9247f82,c03hou00.mdl,1,0,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,0,,,,1,1,0,0,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,1,,0,0,0,,0,0,0,0,0
map#6ba1df718d02bd8d,c0100.mdl,1,1,,,,,,,-1,-1,-1,,,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,0,,,,1,1,0,0,0,0,0,1,1,0,,,0,0,1,0,0,0,,,0,,,,1,1,,0,0,2,,0,0,0,0,0
map#6bd27f7463b383a3,c0300c.mdl,1,1,,,,,,,-1,-1,-1,,,,,,,,,,,,,,,-1,,-1,,,,,-1,,-1,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,1,0,1,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,0,,0,0,0,0,0
map#6bfceb4a520884fc,d01rok00z.mdl,1,1,,,,,,,-1,-1,,-1,-1,,,,-1,-1,,-1,,,-1,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,,,1,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,1,0,,0,0,0,0,0
map#6c333ddc2f48b366,d0810.mdl,1,1,,,,,,,-1,-1,,,-1,,,,,,,,,,-1,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,1,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,1,,0,1,0,,0,0,0,0,0
